mag,dist,mag_dist,severity,severity_dist
1.49,150,0,Micro,None
1.6,56,0.48,Micro,None
0.84,132,0,Micro,None
1.79,36,1.07,Micro,Micro
1.3,81,0,Micro,None
3.3,113,1.04,Minor 2,Micro
1.61,129,0,Micro,None
0.75,125,0,Micro,None
1.85,79,0.27,Micro,None
0.96,126,0,Micro,None
2.87,10,2.67,Minor 1,Minor 1
1.27,102,0,Micro,None
1.21,67,0,Micro,None
1.69,3,1.63,Micro,Micro
1.75,49,0.77,Micro,None
3.18,50,2.18,Minor 2,Minor 1
1.28,174,0,Micro,None
4.3,15,4,Light,Light
4.4,41,3.58,Light,Minor 2
0.95,13,0.69,Micro,None
0.83,84,0,Micro,None
1.9,29,1.32,Micro,Micro
1.86,21,1.44,Micro,Micro
4.9,138,2.14,Light,Minor 1
2.81,99,0.83,Minor 1,None
5.3,186,1.58,Moderate,Micro
4.6,103,2.54,Light,Minor 1
3.9,167,0.56,Minor 2,None
5.4,54,4.32,Moderate,Light
0.71,69,0,Micro,None
1.3,88,0,Micro,None
1.56,67,0.22,Micro,None
2.5,32,1.86,Minor 1,Micro
4.2,79,2.62,Light,Minor 1
4.9,240,0.1,Light,None
1.4,72,0,Micro,None
0.91,126,0,Micro,None
4.5,167,1.16,Light,Micro
4.1,100,2.1,Light,Minor 1
4.8,92,2.96,Light,Minor 2
1.86,103,0,Micro,None
2.7,155,0,Minor 1,None
2,203,0,Minor 1,None
3.34,27,2.8,Minor 2,Minor 1
0.95,118,0,Micro,None
2.16,197,0,Minor 1,None
1.1,123,0,Micro,None
1.8,211,0,Micro,None
1.48,35,0.78,Micro,None
1.12,231,0,Micro,None
3.54,238,0,Minor 2,None
1.4,175,0,Micro,None
0.94,130,0,Micro,None
1.6,181,0,Micro,None
1.45,233,0,Micro,None
1.48,192,0,Micro,None
1.18,118,0,Micro,None
1.6,229,0,Micro,None
2.07,208,0,Minor 1,None
1.1,208,0,Micro,None
2.69,228,0,Minor 1,None
1.19,131,0,Micro,None
1.54,56,0.42,Micro,None
1.7,244,0,Micro,None
0.6,115,0,Micro,None
1.14,156,0,Micro,None
1.86,175,0,Micro,None
1.8,112,0,Micro,None
1.2,181,0,Micro,None
0.85,64,0,Micro,None
0.9,123,0,Micro,None
4.8,170,1.4,Light,Micro
1.23,134,0,Micro,None
1.12,244,0,Micro,None
1.9,197,0,Micro,None
2.32,216,0,Minor 1,None
2.53,183,0,Minor 1,None
2.28,164,0,Minor 1,None
0.75,107,0,Micro,None
1.28,147,0,Micro,None
2.15,27,1.61,Minor 1,Micro
0.5,52,0,Micro,None
2.9,138,0.14,Minor 1,None
2.74,68,1.38,Minor 1,Micro
1.7,55,0.6,Micro,None
0.86,81,0,Micro,None
2.1,30,1.5,Minor 1,Micro
1.1,36,0.38,Micro,None
1.87,231,0,Micro,None
1.77,127,0,Micro,None
1.2,222,0,Micro,None
1.99000001,25,1.49000001,Minor 1,Micro
2.22,69,0.84,Minor 1,None
1.7,159,0,Micro,None
1.05,158,0,Micro,None
0.85,217,0,Micro,None
1.1,72,0,Micro,None
1.3,10,1.1,Micro,Micro
2.08,126,0,Minor 1,None
1.83000004,141,0,Micro,None
4.9,182,1.26,Light,Micro
1.09,59,0,Micro,None
2.1,71,0.68,Minor 1,None
1.6,81,0,Micro,None
2.43,77,0.89,Minor 1,None
0.7,101,0,Micro,None
0.57,40,0,Micro,None
1.8,146,0,Micro,None
2.15,26,1.63,Minor 1,Micro
1.59,62,0.35,Micro,None
1.38,30,0.78,Micro,None
1.6,243,0,Micro,None
1.4,212,0,Micro,None
1.53,117,0,Micro,None
2.41,170,0,Minor 1,None
1.55,113,0,Micro,None
1.91,180,0,Minor 1,None
0.89,146,0,Micro,None
2.02,38,1.26,Minor 1,Micro
1.3,2,1.26,Micro,Micro
2.33,19,1.95,Minor 1,Minor 1
3.33,158,0.17,Minor 2,None
1.95,129,0,Minor 1,None
0.71,72,0,Micro,None
2.06,148,0,Minor 1,None
1.5,134,0,Micro,None
0.51,1,0.49,Micro,None
1.4,157,0,Micro,None
2.18,115,0,Minor 1,None
1.8,72,0.36,Micro,None
1.34,218,0,Micro,None
0.85,198,0,Micro,None
1.17,144,0,Micro,None
2.72,20,2.32,Minor 1,Minor 1
1.8,215,0,Micro,None
4.4,226,0,Light,None
3.34,40,2.54,Minor 2,Minor 1
2.03,120,0,Minor 1,None
1.41,58,0.25,Micro,None
1.04,120,0,Micro,None
0.88,221,0,Micro,None
6.1,35,5.4,Strong,Moderate
1.1,24,0.62,Micro,None
1.02,195,0,Micro,None
1.23,185,0,Micro,None
3.17,39,2.39,Minor 2,Minor 1
1.04,81,0,Micro,None
2.36,163,0,Minor 1,None
1.6,182,0,Micro,None
1.5,56,0.38,Micro,None
3.1,109,0.92,Minor 2,Micro
1.14,87,0,Micro,None
1.08,30,0.48,Micro,None
2.36,156,0,Minor 1,None
1.12,193,0,Micro,None
0.5,43,0,Micro,None
2.31,72,0.87,Minor 1,None
2.5,123,0.04,Minor 1,None
1.2,248,0,Micro,None
4.5,144,1.62,Light,Micro
1.6,231,0,Micro,None
1.8,145,0,Micro,None
2.19,73,0.73,Minor 1,None
2.8,203,0,Minor 1,None
1.6,148,0,Micro,None
3.71,11,3.49,Minor 2,Minor 2
0.86,223,0,Micro,None
2.06999993,249,0,Minor 1,None
0.81,249,0,Micro,None
0.82,68,0,Micro,None
0.78,216,0,Micro,None
1.5,137,0,Micro,None
0.57,160,0,Micro,None
1.5,95,0,Micro,None
1.86000001,241,0,Micro,None
0.84,237,0,Micro,None
1.69,38,0.93,Micro,Micro
2.3,90,0.5,Minor 1,None
3.1,217,0,Minor 2,None
1.5,201,0,Micro,None
5,154,1.92,Moderate,Minor 1
4.2,155,1.1,Light,Micro
1.4,241,0,Micro,None
4.4,190,0.6,Light,None
0.6,117,0,Micro,None
2.31,162,0,Minor 1,None
2.23000002,77,0.69000002,Minor 1,None
4.4,170,1,Light,Micro
2.21,125,0,Minor 1,None
1.89,242,0,Micro,None
0.65,88,0,Micro,None
1.80999994,89,0.02999994,Micro,None
0.79,56,0,Micro,None
1.27,202,0,Micro,None
2.01,196,0,Minor 1,None
1.6,224,0,Micro,None
1.9,185,0,Micro,None
1.24,65,0,Micro,None
1.2,18,0.84,Micro,None
4.4,96,2.48,Light,Minor 1
0.87,123,0,Micro,None
1.4,34,0.72,Micro,None
0.71,72,0,Micro,None
2.02999997,47,1.08999997,Minor 1,Micro
2.7,57,1.56,Minor 1,Micro
1.28,9,1.1,Micro,Micro
0.56,34,0,Micro,None
4.4,51,3.38,Light,Minor 2
2.12,197,0,Minor 1,None
0.76,191,0,Micro,None
1.71,124,0,Micro,None
0.94,21,0.52,Micro,None
0.9,9,0.72,Micro,None
1.5,161,0,Micro,None
0.59,89,0,Micro,None
4.3,151,1.28,Light,Micro
0.53,192,0,Micro,None
1.6,14,1.32,Micro,Micro
4.8,16,4.48,Light,Light
4.3,236,0,Light,None
0.87,134,0,Micro,None
1.32,237,0,Micro,None
4.3,10,4.1,Light,Light
2.24,46,1.32,Minor 1,Micro
0.64,54,0,Micro,None
4.5,111,2.28,Light,Minor 1
0.8,181,0,Micro,None
1.12,198,0,Micro,None
1.8,110,0,Micro,None
0.9,22,0.46,Micro,None
4.3,177,0.76,Light,None
3,232,0,Minor 2,None
1.77999997,17,1.43999997,Micro,Micro
1,147,0,Micro,None
1.9,166,0,Micro,None
1.18,44,0.3,Micro,None
1.47,27,0.93,Micro,Micro
0.5,166,0,Micro,None
6,235,1.3,Strong,Micro
1.1,213,0,Micro,None
1.12,125,0,Micro,None
1.4,149,0,Micro,None
4.1,228,0,Light,None
1.87,144,0,Micro,None
1.24,225,0,Micro,None
1.80999994,104,0,Micro,None
1.9,63,0.64,Micro,None
2.16,33,1.5,Minor 1,Micro
0.69,9,0.51,Micro,None
1.4,106,0,Micro,None
2.03,70,0.63,Minor 1,None
1.74,145,0,Micro,None
0.63,116,0,Micro,None
1.17,160,0,Micro,None
2.07,217,0,Minor 1,None
1.87,199,0,Micro,None
0.8,233,0,Micro,None
1.5,182,0,Micro,None
0.68,13,0.42,Micro,None
0.8,1,0.78,Micro,None
0.86,246,0,Micro,None
0.95,121,0,Micro,None
1.6,19,1.22,Micro,Micro
4.1,120,1.7,Light,Micro
1.62,74,0.14,Micro,None
2.6,123,0.14,Minor 1,None
2.16,227,0,Minor 1,None
0.63,180,0,Micro,None
1.25,209,0,Micro,None
0.66,9,0.48,Micro,None
4,196,0.08,Light,None
4.15,164,0.87,Light,None
4.3,4,4.22,Light,Light
1.6,144,0,Micro,None
1.77,16,1.45,Micro,Micro
0.78,107,0,Micro,None
1.8,92,0,Micro,None
1.12,181,0,Micro,None
1.51,34,0.83,Micro,None
4.2,139,1.42,Light,Micro
1.83,96,0,Micro,None
0.65,141,0,Micro,None
2.38,206,0,Minor 1,None
1.24,95,0,Micro,None
2.49,118,0.13,Minor 1,None
0.85,72,0,Micro,None
0.85,155,0,Micro,None
1.9,166,0,Micro,None
1.2,29,0.62,Micro,None
0.86,145,0,Micro,None
2.3,125,0,Minor 1,None
4.6,43,3.74,Light,Minor 2
1.89,225,0,Micro,None
1.13,224,0,Micro,None
0.53,89,0,Micro,None
2.17,42,1.33,Minor 1,Micro
1.1,165,0,Micro,None
1,111,0,Micro,None
1.5,44,0.62,Micro,None
2.29,145,0,Minor 1,None
0.89,194,0,Micro,None
1.5,138,0,Micro,None
0.9,231,0,Micro,None
0.71,158,0,Micro,None
3.9,191,0.08,Minor 2,None
2,87,0.26,Minor 1,None
4.3,50,3.3,Light,Minor 2
0.51,120,0,Micro,None
1.52,242,0,Micro,None
1.4,128,0,Micro,None
0.76,130,0,Micro,None
0.85,242,0,Micro,None
1.2,245,0,Micro,None
1.82,169,0,Micro,None
1.1,159,0,Micro,None
2.4,7,2.26,Minor 1,Minor 1
0.85,172,0,Micro,None
1.5,232,0,Micro,None
1.59,79,0.01,Micro,None
1.70000005,165,0,Micro,None
0.8,184,0,Micro,None
1.25,114,0,Micro,None
4.4,47,3.46,Light,Minor 2
1.05,82,0,Micro,None
3.9,207,0,Minor 2,None
1.8,20,1.4,Micro,Micro
0.63,35,0,Micro,None
3.02,247,0,Minor 2,None
2.22,229,0,Minor 1,None
2.15,118,0,Minor 1,None
1.99000001,16,1.67000001,Minor 1,Micro
0.59,125,0,Micro,None
2.05,4,1.97,Minor 1,Minor 1
1.6,188,0,Micro,None
1.57,223,0,Micro,None
0.72,4,0.64,Micro,None
1.1,129,0,Micro,None
1.83000004,75,0.33000004,Micro,None
0.67,11,0.45,Micro,None
0.84,59,0,Micro,None
5.5,136,2.78,Moderate,Minor 1
0.63,33,0,Micro,None
1.4,151,0,Micro,None
1.71,88,0,Micro,None
0.9,242,0,Micro,None
4.6,165,1.3,Light,Micro
1.6,36,0.88,Micro,None
1.8,126,0,Micro,None
0.62,28,0.06,Micro,None
0.97,85,0,Micro,None
1.46,52,0.42,Micro,None
1.28,140,0,Micro,None
1.19,134,0,Micro,None
2.2,157,0,Minor 1,None
2.23,153,0,Minor 1,None
1.06,160,0,Micro,None
1.79,172,0,Micro,None
1.1,94,0,Micro,None
1.47,33,0.81,Micro,None
5.1,148,2.14,Moderate,Minor 1
1.90999997,152,0,Minor 1,None
0.66,218,0,Micro,None
2.45,199,0,Minor 1,None
0.85,192,0,Micro,None
1.68,49,0.7,Micro,None
1.39,47,0.45,Micro,None
1.89999998,211,0,Micro,None
1.6,122,0,Micro,None
1.4,71,0,Micro,None
0.89,230,0,Micro,None
1.51,150,0,Micro,None
2.33999991,224,0,Minor 1,None
1.03,32,0.39,Micro,None
1.19,52,0.15,Micro,None
1.1,76,0,Micro,None
4.5,38,3.74,Light,Minor 2
2.04,46,1.12,Minor 1,Micro
1.08,250,0,Micro,None
1.5,29,0.92,Micro,Micro
0.76,57,0,Micro,None
1.03,14,0.75,Micro,None
2.7,62,1.46,Minor 1,Micro
2.29,102,0.25,Minor 1,None
1.3,62,0.06,Micro,None
0.94,168,0,Micro,None
2.14,50,1.14,Minor 1,Micro
2.69,61,1.47,Minor 1,Micro
1.49,243,0,Micro,None
4.4,183,0.74,Light,None
1.6,87,0,Micro,None
1.76999998,60,0.56999998,Micro,None
4.1,49,3.12,Light,Minor 2
0.95,45,0.05,Micro,None
4.5,2,4.46,Light,Light
0.97,235,0,Micro,None
1.51,54,0.43,Micro,None
5.5,150,2.5,Moderate,Minor 1
4.1,11,3.88,Light,Minor 2
2.9,203,0,Minor 1,None
2.16,139,0,Minor 1,None
1.19,87,0,Micro,None
1.86,181,0,Micro,None
1.95,151,0,Minor 1,None
1.63,179,0,Micro,None
5,85,3.3,Moderate,Minor 2
4.7,109,2.52,Light,Minor 1
4,184,0.32,Light,None
1.6,148,0,Micro,None
2.09,183,0,Minor 1,None
0.61,167,0,Micro,None
1.90999997,60,0.70999997,Minor 1,None
1.1,71,0,Micro,None
2.8,171,0,Minor 1,None
1.59,150,0,Micro,None
5.1,146,2.18,Moderate,Minor 1
2.06,148,0,Minor 1,None
1.54,228,0,Micro,None
1.76,187,0,Micro,None
1.08,84,0,Micro,None
0.82,103,0,Micro,None
1.4,191,0,Micro,None
0.64,1,0.62,Micro,None
1.4,235,0,Micro,None
1.22,177,0,Micro,None
0.87,198,0,Micro,None
1.19,91,0,Micro,None
1.41,246,0,Micro,None
1.85000002,25,1.35000002,Micro,Micro
1.7,209,0,Micro,None
1,168,0,Micro,None
2.12,219,0,Minor 1,None
2,29,1.42,Minor 1,Micro
0.66,111,0,Micro,None
1.18,197,0,Micro,None
1.84,144,0,Micro,None
2.24000001,188,0,Minor 1,None
4.8,163,1.54,Light,Micro
1.13,241,0,Micro,None
3,244,0,Minor 2,None
1.09,143,0,Micro,None
0.99,243,0,Micro,None
1.9,29,1.32,Micro,Micro
1.23,227,0,Micro,None
5,75,3.5,Moderate,Minor 2
1.31,48,0.35,Micro,None
2.04999995,116,0,Minor 1,None
1.2,149,0,Micro,None
0.94,34,0.26,Micro,None
0.54,201,0,Micro,None
1.5,236,0,Micro,None
1.8,13,1.54,Micro,Micro
1.3,155,0,Micro,None
1.25,123,0,Micro,None
1.85,120,0,Micro,None
3.8,211,0,Minor 2,None
2,108,0,Minor 1,None
2.55,2,2.51,Minor 1,Minor 1
0.72,202,0,Micro,None
1.84000003,132,0,Micro,None
4.5,153,1.44,Light,Micro
1.1,67,0,Micro,None
1.54,248,0,Micro,None
1.93,110,0,Minor 1,None
4.5,75,3,Light,Minor 2
0.84,187,0,Micro,None
1.53,56,0.41,Micro,None
1.02,95,0,Micro,None
1.47,54,0.39,Micro,None
1.99,165,0,Minor 1,None
1.18,65,0,Micro,None
3.44,217,0,Minor 2,None
1.12,8,0.96,Micro,Micro
1.44,157,0,Micro,None
0.75,120,0,Micro,None
0.86,52,0,Micro,None
2,237,0,Minor 1,None
1.86,162,0,Micro,None
0.74,14,0.46,Micro,None
1.8,156,0,Micro,None
0.7,49,0,Micro,None
4.2,225,0,Light,None
0.66,42,0,Micro,None
0.76,45,0,Micro,None
1.01,44,0.13,Micro,None
2.4,195,0,Minor 1,None
1.15,89,0,Micro,None
3.74,114,1.46,Minor 2,Micro
1.90999997,55,0.80999997,Minor 1,None
1.9,81,0.28,Micro,None
1.54,13,1.28,Micro,Micro
2.1,96,0.18,Minor 1,None
0.85,198,0,Micro,None
1.08,10,0.88,Micro,None
1.7,187,0,Micro,None
1.24,134,0,Micro,None
2.02,244,0,Minor 1,None
1.1,162,0,Micro,None
1.13,67,0,Micro,None
2.21,193,0,Minor 1,None
1.6,43,0.74,Micro,None
2.3,138,0,Minor 1,None
2,57,0.86,Minor 1,None
2.44,142,0,Minor 1,None
2,70,0.6,Minor 1,None
2.9,215,0,Minor 1,None
1.6,231,0,Micro,None
1.3,243,0,Micro,None
2.6,215,0,Minor 1,None
4.8,165,1.5,Light,Micro
0.54,55,0,Micro,None
1.6,181,0,Micro,None
3.22,70,1.82,Minor 2,Micro
0.97,126,0,Micro,None
4.09,49,3.11,Light,Minor 2
2.24,46,1.32,Minor 1,Micro
0.54,38,0,Micro,None
0.58,163,0,Micro,None
4.5,39,3.72,Light,Minor 2
0.63,231,0,Micro,None
0.56,244,0,Micro,None
1.1,1,1.08,Micro,Micro
5.1,152,2.06,Moderate,Minor 1
1.8,113,0,Micro,None
1.1,20,0.7,Micro,None
1.8,62,0.56,Micro,None
0.85,141,0,Micro,None
1.05,49,0.07,Micro,None
0.56,174,0,Micro,None
1.57,90,0,Micro,None
1.21,136,0,Micro,None
1.89999998,193,0,Micro,None
2.3,41,1.48,Minor 1,Micro
1,214,0,Micro,None
1.1,117,0,Micro,None
1.79,110,0,Micro,None
5.5,206,1.38,Moderate,Micro
2.02,57,0.88,Minor 1,None
1.88,187,0,Micro,None
1.7,125,0,Micro,None
2.03,5,1.93,Minor 1,Minor 1
1.34,155,0,Micro,None
1.5,167,0,Micro,None
1.56,166,0,Micro,None
1.02,116,0,Micro,None
1.17,225,0,Micro,None
1.04,250,0,Micro,None
2.16,18,1.8,Minor 1,Micro
3.27,164,0,Minor 2,None
2.21,9,2.03,Minor 1,Minor 1
2.53,76,1.01,Minor 1,Micro
1.38,181,0,Micro,None
2.2,1,2.18,Minor 1,Minor 1
1.82000005,40,1.02000005,Micro,Micro
0.71,147,0,Micro,None
1.45,108,0,Micro,None
0.61,205,0,Micro,None
1.9,155,0,Micro,None
1.67,30,1.07,Micro,Micro
1.3,248,0,Micro,None
1.95,183,0,Minor 1,None
1.6,24,1.12,Micro,Micro
0.8,233,0,Micro,None
4.4,40,3.6,Light,Minor 2
0.97,228,0,Micro,None
0.85,232,0,Micro,None
3.02,98,1.06,Minor 2,Micro
2.16,151,0,Minor 1,None
2.55,147,0,Minor 1,None
0.75,149,0,Micro,None
2.13000011,187,0,Minor 1,None
1.02,215,0,Micro,None
1.04,148,0,Micro,None
1.1,221,0,Micro,None
1.25,209,0,Micro,None
1.21,90,0,Micro,None
2.1,97,0.16,Minor 1,None
0.76,171,0,Micro,None
1.8,193,0,Micro,None
2.1,103,0.04,Minor 1,None
5.1,189,1.32,Moderate,Micro
1.85000002,157,0,Micro,None
1.2,81,0,Micro,None
2.1,97,0.16,Minor 1,None
0.9,229,0,Micro,None
1.05,78,0,Micro,None
1.25,41,0.43,Micro,None
0.72,250,0,Micro,None
1.6,195,0,Micro,None
0.75,1,0.73,Micro,None
0.86,114,0,Micro,None
0.7,128,0,Micro,None
2.1099999,78,0.5499999,Minor 1,None
2.9,243,0,Minor 1,None
1.5,192,0,Micro,None
1.3,223,0,Micro,None
1.4,152,0,Micro,None
1.3,50,0.3,Micro,None
1.3,230,0,Micro,None
2.04999995,115,0,Minor 1,None
1.62,81,0,Micro,None
1.52,136,0,Micro,None
1.88,57,0.74,Micro,None
2.1,168,0,Minor 1,None
1.08,128,0,Micro,None
0.85,138,0,Micro,None
1.1,164,0,Micro,None
1.16,57,0.02,Micro,None
2,240,0,Minor 1,None
0.71,173,0,Micro,None
1.65,87,0,Micro,None
5,190,1.2,Moderate,Micro
1.29,193,0,Micro,None
0.84,22,0.4,Micro,None
1.99,172,0,Minor 1,None
1.9,162,0,Micro,None
1.52,96,0,Micro,None
2.23,238,0,Minor 1,None
1.13,192,0,Micro,None
1.21,99,0,Micro,None
3.3,213,0,Minor 2,None
0.74,219,0,Micro,None
1.48,14,1.2,Micro,Micro
4.3,97,2.36,Light,Minor 1
1.7,208,0,Micro,None
4.8,209,0.62,Light,None
2.28,72,0.84,Minor 1,None
1.8,101,0,Micro,None
1.56,194,0,Micro,None
0.85,181,0,Micro,None
1.15,204,0,Micro,None
1.01,129,0,Micro,None
4.4,72,2.96,Light,Minor 2
1.89,8,1.73,Micro,Micro
0.72,86,0,Micro,None
0.91,199,0,Micro,None
1,120,0,Micro,None
1,104,0,Micro,None
1,169,0,Micro,None
4.9,17,4.56,Light,Light
4.3,98,2.34,Light,Minor 1
2,44,1.12,Minor 1,Micro
5.7,152,2.66,Moderate,Minor 1
3.6,222,0,Minor 2,None
1.5,144,0,Micro,None
1.8,185,0,Micro,None
2,197,0,Minor 1,None
1.80999994,249,0,Micro,None
0.82,51,0,Micro,None
4.4,159,1.22,Light,Micro
1.24,122,0,Micro,None
1.4,249,0,Micro,None
0.97,112,0,Micro,None
0.95,205,0,Micro,None
4.7,210,0.5,Light,None
0.94,150,0,Micro,None
1.3,34,0.62,Micro,None
1.03,202,0,Micro,None
1.12,36,0.4,Micro,None
0.97,13,0.71,Micro,None
1.66,197,0,Micro,None
1.82,189,0,Micro,None
1.94000006,3,1.88000006,Minor 1,Micro
1.6,148,0,Micro,None
0.97,210,0,Micro,None
2.4,31,1.78,Minor 1,Micro
2.59,19,2.21,Minor 1,Minor 1
5.1,7,4.96,Moderate,Moderate
0.64,127,0,Micro,None
2.02,154,0,Minor 1,None
2.44,71,1.02,Minor 1,Micro
5.1,79,3.52,Moderate,Minor 2
1.19,72,0,Micro,None
1.51,55,0.41,Micro,None
1.47,23,1.01,Micro,Micro
0.7,68,0,Micro,None
0.61,117,0,Micro,None
1.98,244,0,Minor 1,None
0.83,193,0,Micro,None
0.86,245,0,Micro,None
1.28,116,0,Micro,None
1.13,22,0.69,Micro,None
0.52,217,0,Micro,None
1.2,181,0,Micro,None
0.86,118,0,Micro,None
1.4,49,0.42,Micro,None
4.3,27,3.76,Light,Minor 2
1.69,186,0,Micro,None
2.37,211,0,Minor 1,None
4.7,97,2.76,Light,Minor 1
1.83000004,160,0,Micro,None
2.8,163,0,Minor 1,None
2.13000011,67,0.79000011,Minor 1,None
1.5,82,0,Micro,None
1.33,94,0,Micro,None
4.3,93,2.44,Light,Minor 1
1.46,243,0,Micro,None
2.4,37,1.66,Minor 1,Micro
2.38,136,0,Minor 1,None
0.69,233,0,Micro,None
1.55,233,0,Micro,None
0.84,76,0,Micro,None
0.74,63,0,Micro,None
1,88,0,Micro,None
1.27,191,0,Micro,None
1.03,240,0,Micro,None
1.17,108,0,Micro,None
0.65,65,0,Micro,None
1.88,122,0,Micro,None
1.86,13,1.6,Micro,Micro
1.23,111,0,Micro,None
1.03,229,0,Micro,None
1.1,175,0,Micro,None
1.37,111,0,Micro,None
1.28,86,0,Micro,None
0.78,36,0.06,Micro,None
0.7,134,0,Micro,None
0.78,192,0,Micro,None
1.12,164,0,Micro,None
1.3,83,0,Micro,None
1.94,119,0,Minor 1,None
1,137,0,Micro,None
1.72,236,0,Micro,None
2.12,184,0,Minor 1,None
1.71,70,0.31,Micro,None
4.4,55,3.3,Light,Minor 2
1.6,245,0,Micro,None
1.17,114,0,Micro,None
1.4,171,0,Micro,None
1.96,171,0,Minor 1,None
2.1500001,100,0.1500001,Minor 1,None
0.9,207,0,Micro,None
2.09,91,0.27,Minor 1,None
1.64,243,0,Micro,None
5,186,1.28,Moderate,Micro
2.8,83,1.14,Minor 1,Micro
1.13,74,0,Micro,None
1.78,143,0,Micro,None
1.09,12,0.85,Micro,None
1.86,28,1.3,Micro,Micro
0.6,81,0,Micro,None
1.9,142,0,Micro,None
1.01,39,0.23,Micro,None
0.56,161,0,Micro,None
1.97,22,1.53,Minor 1,Micro
1.15,46,0.23,Micro,None
1.72,48,0.76,Micro,None
1.12,169,0,Micro,None
1.01,162,0,Micro,None
4.9,12,4.66,Light,Light
0.8,156,0,Micro,None
1.2,54,0.12,Micro,None
1.84000003,39,1.06000003,Micro,Micro
1.06,50,0.06,Micro,None
0.85,64,0,Micro,None
1.03,108,0,Micro,None
3.71,154,0.63,Minor 2,None
2.33,35,1.63,Minor 1,Micro
1.3,118,0,Micro,None
0.85,250,0,Micro,None
2.37,122,0,Minor 1,None
2.52,85,0.82,Minor 1,None
4.3,35,3.6,Light,Minor 2
1.88999999,243,0,Micro,None
0.72,106,0,Micro,None
2.8,160,0,Minor 1,None
1.64,160,0,Micro,None
0.58,134,0,Micro,None
0.66,207,0,Micro,None
1.03,33,0.37,Micro,None
1,210,0,Micro,None
0.83,100,0,Micro,None
2.1,219,0,Minor 1,None
1.23,250,0,Micro,None
1.05,44,0.17,Micro,None
0.59,39,0,Micro,None
0.9,90,0,Micro,None
0.71,122,0,Micro,None
1.9,135,0,Micro,None
1.73000002,85,0.03000002,Micro,None
1.6,111,0,Micro,None
0.74,80,0,Micro,None
2.25,221,0,Minor 1,None
1.4,85,0,Micro,None
0.71,238,0,Micro,None
4.4,179,0.82,Light,None
2.03,245,0,Minor 1,None
0.6,152,0,Micro,None
2.34,245,0,Minor 1,None
2.2,28,1.64,Minor 1,Micro
2.9,149,0,Minor 1,None
1.14,80,0,Micro,None
3.1,178,0,Minor 2,None
2.17,126,0,Minor 1,None
0.85,49,0,Micro,None
3.07,117,0.73,Minor 2,None
0.7,46,0,Micro,None
4.3,100,2.3,Light,Minor 1
1.88,237,0,Micro,None
1.09,24,0.61,Micro,None
3.1,211,0,Minor 2,None
4.4,64,3.12,Light,Minor 2
0.54,107,0,Micro,None
0.52,21,0.1,Micro,None
0.61,208,0,Micro,None
0.7,128,0,Micro,None
1.71000004,61,0.49000004,Micro,None
1.4,140,0,Micro,None
5.4,81,3.78,Moderate,Minor 2
1.1,221,0,Micro,None
0.57,83,0,Micro,None
4.6,239,0,Light,None
4.3,232,0,Light,None
0.73,126,0,Micro,None
0.85,191,0,Micro,None
2.1099999,104,0.0299999,Minor 1,None
0.84,130,0,Micro,None
1.69,246,0,Micro,None
1.9,33,1.24,Micro,Micro
2.02,2,1.98,Minor 1,Minor 1
1.5,5,1.4,Micro,Micro
1.4,124,0,Micro,None
0.52,65,0,Micro,None
1.61,63,0.35,Micro,None
0.86,214,0,Micro,None
1.5,129,0,Micro,None
2,226,0,Minor 1,None
0.73,225,0,Micro,None
0.85,49,0,Micro,None
1.9,77,0.36,Micro,None
1.19,213,0,Micro,None
0.9,65,0,Micro,None
2.29,182,0,Minor 1,None
4.2,108,2.04,Light,Minor 1
0.52,175,0,Micro,None
4.3,163,1.04,Light,Micro
1.07,217,0,Micro,None
4.2,249,0,Light,None
1.3,162,0,Micro,None
5,64,3.72,Moderate,Minor 2
0.84,168,0,Micro,None
4.9,144,2.02,Light,Minor 1
2.58,3,2.52,Minor 1,Minor 1
1.06,8,0.9,Micro,None
4.4,187,0.66,Light,None
2.54,113,0.28,Minor 1,None
0.64,32,0,Micro,None
1.03,131,0,Micro,None
1.32,82,0,Micro,None
0.83,16,0.51,Micro,None
1.13,117,0,Micro,None
4.6,217,0.26,Light,None
1.04,69,0,Micro,None
2.05,114,0,Minor 1,None
0.99,148,0,Micro,None
1.45,203,0,Micro,None
0.66,49,0,Micro,None
1.15,10,0.95,Micro,Micro
0.58,130,0,Micro,None
0.78,212,0,Micro,None
1.57,188,0,Micro,None
0.9,116,0,Micro,None
1.22,157,0,Micro,None
2.14,233,0,Minor 1,None
1.76,45,0.86,Micro,None
2.88,225,0,Minor 1,None
5,95,3.1,Moderate,Minor 2
1.3,100,0,Micro,None
5.1,233,0.44,Moderate,None
0.59,122,0,Micro,None
1.78999996,222,0,Micro,None
2.35,240,0,Minor 1,None
2.29,174,0,Minor 1,None
1,170,0,Micro,None
0.53,7,0.39,Micro,None
2.27999997,109,0.09999997,Minor 1,None
1.19,130,0,Micro,None
2.25,30,1.65,Minor 1,Micro
2.13000011,131,0,Minor 1,None
1.35,70,0,Micro,None
1.18,13,0.92,Micro,Micro
0.73,236,0,Micro,None
1.9,246,0,Micro,None
1.15,66,0,Micro,None
1.45,59,0.27,Micro,None
0.54,119,0,Micro,None
1.6,141,0,Micro,None
0.93,211,0,Micro,None
1.19,203,0,Micro,None
2.54,223,0,Minor 1,None
0.63,140,0,Micro,None
1.4,92,0,Micro,None
0.99,205,0,Micro,None
1.6,146,0,Micro,None
3.1,154,0.02,Minor 2,None
